source,target,prob
Hungary,Bulgaria,0.002683204470529101
Bulgaria,Iceland,0.000273518575129117
Iceland,Bulgaria,0.00019668186130457918
Bulgaria,India,0.00019307193538525908
India,Bulgaria,5.8162078324932155e-05
Bulgaria,Ireland,0.0076424307756665045
Ireland,Bulgaria,0.0013144931867742613
Bulgaria,Israel,0.029169951571122885
Israel,Bulgaria,0.015276630883567299
Bulgaria,Italy,0.07056779238331218
Italy,Bulgaria,0.004381911676405913
Bulgaria,Japan,4.826798384631477e-05
Japan,Bulgaria,1.3455026573677484e-05
Bulgaria,Jordan,3.2178655897543176e-05
Jordan,Bulgaria,0.00035229874933943975
Bulgaria,Kazakhstan,8.044663974385797e-05
Kazakhstan,Bulgaria,0.00023040412884198894
Bulgaria,Kyrgyzstan,3.2178655897543176e-05
Kyrgyzstan,Bulgaria,0.0006903693476009663
Bulgaria,Latvia,0.002896079030778886
Latvia,Bulgaria,0.002190687145534649
Bulgaria,Lebanon,0.0004022331987192897
Lebanon,Bulgaria,0.0009066511931529704
Bulgaria,Lithuania,0.003877528035653953
Lithuania,Bulgaria,0.0065054256869837524
Bulgaria,Luxembourg,0.0021237912892378497
Luxembourg,Bulgaria,0.001771883431547579
Bulgaria,Macedonia,0.00024133991923157384
Macedonia,Bulgaria,0.003733200597312095
Bulgaria,Malaysia,0.00022525059128280226
Malaysia,Bulgaria,0.00010183225318407635
Bulgaria,Maldives,4.826798384631477e-05
Maldives,Bulgaria,0.0007688364941055868
Bulgaria,Malta,0.0036040094605248353
Malta,Bulgaria,0.004082748564658705
Bulgaria,Morocco,4.826798384631477e-05
Morocco,Bulgaria,0.00012745347947998987
Bulgaria,Netherlands,0.036780203690891855
Netherlands,Bulgaria,0.0037414197755148123
Bulgaria,Norway,0.004054510643090441
Norway,Bulgaria,0.001513722616337392
Bulgaria,Philippines,6.435731179508637e-05
Philippines,Bulgaria,4.0338439507467664e-05
Bulgaria,Poland,0.04683603365887409
Poland,Bulgaria,0.009239216682007173
Bulgaria,Portugal,0.002622560455649769
Portugal,Bulgaria,0.000497133097474686
Bulgaria,Qatar,0.012630122439785698
Qatar,Bulgaria,0.005228732049130101
Bulgaria,Romania,0.009203095586697348
Romania,Bulgaria,0.0051049550192774525
Bulgaria,Russia,0.08940839541132371
Russia,Bulgaria,0.015562426136586396
Bulgaria,Saudi Arabia,0.000273518575129117
Saudi Arabia,Bulgaria,0.0002169917287858675
Bulgaria,Serbia,0.00012871462359017273
Serbia,Bulgaria,0.00030693677102516884
Bulgaria,Slovakia,0.013032355638504987
Slovakia,Bulgaria,0.03320080337746444
Bulgaria,Slovenia,0.0002091612633340307
Slovenia,Bulgaria,0.0007973992516714719
Bulgaria,South Africa,4.826798384631477e-05
South Africa,Bulgaria,8.312091322176662e-05
Bulgaria,South Korea,6.435731179508637e-05
South Korea,Bulgaria,1.9420869666543678e-05
Bulgaria,Spain,0.03077888436600005
Spain,Bulgaria,0.002162534902386362
Bulgaria,Sweden,0.006355284539764777
Sweden,Bulgaria,0.0012638018358721351
Bulgaria,Switzerland,0.010071919295931014
Switzerland,Bulgaria,0.0011835236865439403
Bulgaria,Thailand,9.653596769262953e-05
Thailand,Bulgaria,5.6654013936887434e-05
Bulgaria,Tunisia,8.044663974385797e-05
Tunisia,Bulgaria,0.00037102997922232154
Bulgaria,Turkey,0.015992791981078957
Turkey,Bulgaria,0.005157688276377373
Bulgaria,Ukraine,0.0006113944620533204
Ukraine,Bulgaria,0.0006966213862765586
Bulgaria,United Arab Emirates,0.011680852090808172
United Arab Emirates,Bulgaria,0.0018828044969462772
Bulgaria,United Kingdom,0.1573214486830886
United Kingdom,Bulgaria,0.005189588765692035
Bulgaria,United States,0.00017698260743648754
United States,Bulgaria,8.886813503755491e-06
Bulgaria,Uzbekistan,3.2178655897543176e-05
Uzbekistan,Bulgaria,0.0005571030640668524
Canada,British Virgin Islands,4.067355405515334e-06
British Virgin Islands,Canada,0.003091190108191654
Canada,Cape Verde,8.134710811030668e-06
Cape Verde,Canada,0.0019870839542970686
Canada,Chile,0.00032742211014398444
Chile,Canada,0.015381675742810746
Canada,China,0.0011124217034084438
China,Canada,0.0159270906126252
Canada,Colombia,0.0002481086797364354
Colombia,Canada,0.014918072878454392
Canada,Costa Rica,0.0004860489709590825
Costa Rica,Canada,0.031526183880754524
Canada,Croatia,0.0008521109574554626
Croatia,Canada,0.009591612489698748
Canada,Czech Republic,0.0009110876108354351
Czech Republic,Canada,0.0028112449799196798
Canada,Denmark,0.0018852192304563574
Denmark,Canada,0.003273466908674864
Canada,Dominican Republic,0.0003741966973074107
Dominican Republic,Canada,0.21370499419279906
Canada,Ecuador,5.287562027169936e-05
Ecuador,Canada,0.009897221164826801
Canada,Egypt,2.0336777027576674e-05
Egypt,Canada,0.009433962264150943
Canada,Estonia,4.067355405515334e-06
Estonia,Canada,5.986769239979645e-05
Canada,Finland,4.677458716342635e-05
Finland,Canada,0.00012979098009119233
Canada,France,0.025199300414870257
France,Canada,0.013398978342769898
Canada,French Polynesia,1.2202066216546004e-05
French Polynesia,Canada,0.0028790786948176585
Canada,Germany,0.027391604978443018
Germany,Canada,0.007882628487019911
Canada,Greece,0.003097291141299927
Greece,Canada,0.0073815939977898825
Canada,Grenada,6.101033108273002e-06
Grenada,Canada,0.048387096774193554
Canada,Guatemala,1.2202066216546e-05
Guatemala,Canada,0.005842259006815969
Canada,Guernsey,4.067355405515334e-06
Guernsey,Canada,0.00017721070352649305
Canada,Haiti,1.4235743919303671e-05
Haiti,Canada,0.03703703703703705
Canada,Hong Kong,0.010383958350280649
Hong Kong,Canada,0.022694140236097275
Canada,Hungary,0.0009700642642154072
Hungary,Canada,0.0035258637257365878
Canada,Iceland,0.009716912063776133
Iceland,Canada,0.055279172547839955
Canada,India,0.004291059952818678
India,Canada,0.010226832105467237
Canada,Indonesia,0.00010778491824615634
Indonesia,Canada,0.0015812399307834591
Canada,Ireland,0.008165215976572033
Ireland,Canada,0.011110926620839283
Canada,Isle of Man,2.2370454730334338e-05
Isle of Man,Canada,0.0012549914432401599
Canada,Israel,0.0028552834946717646
Israel,Canada,0.011830330811102312
Canada,Italy,0.010255836655006914
Italy,Canada,0.00503829926678409
Canada,Japan,0.005033352314325225
Japan,Canada,0.011100396923283922
Canada,Jersey,8.13471081103067e-06
Jersey,Canada,0.0002578150177247825
Canada,Jordan,8.541446351582203e-05
Jordan,Canada,0.007398273736128236
Canada,Latvia,5.287562027169936e-05
Latvia,Canada,0.00031643258768833827
Canada,Luxembourg,0.00028268120068331574
Luxembourg,Canada,0.0018658469468569203
Canada,Macau,0.00010778491824615637
Macau,Canada,0.0021421931207307706
Canada,Madagascar,4.067355405515334e-06
Madagascar,Canada,0.007782101167315176
Canada,Malaysia,1.8303099324819007e-05
Malaysia,Canada,6.546359133262052e-05
Canada,Maldives,4.067355405515334e-06
Maldives,Canada,0.0005125576627370578
Canada,Mali,4.067355405515334e-06
Mali,Canada,0.0025380710659898475
Canada,Malta,3.253884324412267e-05
Malta,Canada,0.00029162489747562185
Canada,Martinique,8.541446351582202e-05
Martinique,Canada,0.031273268801191356
Canada,Mexico,0.012586431302367201
Mexico,Canada,0.09691816217231983
Canada,Morocco,0.0004453754169039291
Morocco,Canada,0.009304104002039258
Canada,Netherlands,0.013517855690230214
Netherlands,Canada,0.010878922680597968
Canada,Netherlands Antilles,0.00017489628243715937
Netherlands Antilles,Canada,0.03179297597042512
Canada,New Caledonia,8.134710811030668e-06
New Caledonia,Canada,0.006980802792321118
Canada,New Zealand,0.0017184576588302287
New Zealand,Canada,0.01251054883555661
Canada,Norway,7.727975270479135e-05
Norway,Canada,0.00022825975960643211
Canada,Pakistan,8.134710811030668e-06
Pakistan,Canada,0.0017429193899782137
Canada,Panama,0.0001931993817619784
Panama,Canada,0.024636929460580916
Canada,Peru,0.00010575124054339869
Peru,Canada,0.057713651498335176
Canada,Philippines,0.003796876271048565
Philippines,Canada,0.018827966640110532
Canada,Poland,0.00346945416090458
Poland,Canada,0.0054146697559272535
Canada,Portugal,0.00629423249003498
Portugal,Canada,0.009439429059411983
Canada,Puerto Rico,0.00015252582770682507
Puerto Rico,Canada,0.0035414108981018043
Canada,Qatar,0.0010148051736760758
Qatar,Canada,0.003323741773905631
Canada,Reunion,8.13471081103067e-06
Reunion,Canada,0.011764705882352944
Canada,Romania,0.00039860082974050274
Romania,Canada,0.0017492503212908758
Canada,Russia,0.00014642479459855206
Russia,Canada,0.0002016366172096852
Canada,Saint Lucia,0.0003009843000081347
Saint Lucia,Canada,0.06511218653761547
Canada,Saint Pierre and Miquelon,0.0003355568209550151
Saint Pierre and Miquelon,Canada,0.9269662921348315
Canada,Saint Vincent and the Grenadines,3.0505165541365006e-05
Saint Vincent and the Grenadines,Canada,0.006060606060606059
Canada,Saudi Arabia,0.0003294557878467421
Saudi Arabia,Canada,0.002067803533135914
Canada,Senegal,9.558285202961035e-05
Senegal,Canada,0.0032106018170640076
Canada,Serbia,4.067355405515334e-06
Serbia,Canada,7.673419275629221e-05
Canada,Singapore,3.253884324412268e-05
Singapore,Canada,0.00023916650473101243
Canada,Slovakia,8.13471081103067e-06
Slovakia,Canada,0.00016395458458007134
Canada,Slovenia,3.253884324412267e-05
Slovenia,Canada,0.0009814144635956576
Canada,South Africa,4.067355405515335e-05
South Africa,Canada,0.0005541394214784441
Canada,South Korea,0.007333441796144147
South Korea,Canada,0.01750791400438912
Canada,Spain,0.006170178150166761
Spain,Canada,0.003429760007234826
Canada,Sri Lanka,1.6269421622061337e-05
Sri Lanka,Canada,0.0005281573909024892
Canada,Sweden,0.0001179533067599447
Sweden,Canada,0.00018557090248249076
Canada,Switzerland,0.007368014317091028
Switzerland,Canada,0.006849690601196
Canada,Taiwan,0.009424062474579028
Taiwan,Canada,0.02153986315632901
Canada,Thailand,0.00010371756284064101
Thailand,Canada,0.0004815591184635432
Canada,Trinidad and Tobago,1.0168388513788335e-05
Trinidad and Tobago,Canada,0.09433962264150941
Canada,Tunisia,0.00014642479459855206
Tunisia,Canada,0.00534283170080143
Canada,Turkey,0.000972097941918165
Turkey,Canada,0.0024802565353203064
Canada,Ukraine,0.00022777190270885874
Ukraine,Canada,0.002053199875341436
Canada,United Arab Emirates,0.0038700886683478396
United Arab Emirates,Canada,0.004935229969268272
Canada,United Kingdom,0.049048238835109406
United Kingdom,Canada,0.012800419497950551
Canada,United States,0.7330737004799479
United States,Canada,0.2912184548416572
Canada,Uruguay,4.8808264866184016e-05
Uruguay,Canada,0.003678160919540231
Canada,Venezuela,4.067355405515334e-06
Venezuela,Canada,0.004310344827586208
Cape Verde,Czech Republic,0.007451564828614007
Czech Republic,Cape Verde,9.412650602409639e-05
Cape Verde,Denmark,0.0029806259314456027
Denmark,Cape Verde,2.1187488082037954e-05
Cape Verde,France,0.07054148037754596
France,Cape Verde,0.000153551361849191
Cape Verde,Gambia,0.00347739692001987
Gambia,Cape Verde,0.0016332244517032195
Cape Verde,Germany,0.0635866865375062
Germany,Cape Verde,7.49110139088684e-05
Cape Verde,Guinea-Bissau,0.0317933432687531
Guinea-Bissau,Cape Verde,0.12723658051689862
Cape Verde,Italy,0.04321907600596125
Italy,Cape Verde,8.691890466195041e-05
Cape Verde,Luxembourg,0.004470938897168405
Luxembourg,Cape Verde,0.00012081023396915314
Cape Verde,Netherlands,0.05911574764033779
Netherlands,Cape Verde,0.00019476332164753394
Cape Verde,Norway,0.0009935419771485343
Norway,Cape Verde,1.201367155823327e-05
Cape Verde,Poland,0.0024838549428713363
Poland,Cape Verde,1.586948931983369e-05
Cape Verde,Portugal,0.4406358668653749
Portugal,Cape Verde,0.0027052580212272785
Cape Verde,Russia,0.0009935419771485343
Russia,Cape Verde,5.601017144713478e-06
Cape Verde,Senegal,0.08296075509190262
Senegal,Cape Verde,0.011407883052121048
Cape Verde,Spain,0.012916045702930949
Spain,Cape Verde,2.9391483252506757e-05
Cape Verde,Sweden,0.009935419771485344
Sweden,Cape Verde,6.398996637327266e-05
Cape Verde,Switzerland,0.0029806259314456027
Switzerland,Cape Verde,1.1343677506810929e-05
Cape Verde,United Kingdom,0.059612518628912065
United Kingdom,Cape Verde,6.368896010258174e-05
Cape Verde,United States,0.03825136612021857
United States,Cape Verde,6.220769452628842e-05
Chile,Aruba,0.00038215343460399373
Aruba,Chile,0.0009310986964618251
Chile,Colombia,0.00038215343460399373
Colombia,Chile,0.0004891171435558818
Chile,Costa Rica,0.0010509219451609825
Costa Rica,Chile,0.0014509959108297058
Chile,Ecuador,0.0022929206076239624
Ecuador,Chile,0.009135896459840124
Chile,France,0.021591669055125644
France,Chile,0.000244384561816318
Chile,Germany,0.00047769179325499205
Germany,Chile,2.926211480815172e-06
Chile,Italy,0.014808445590904756
Italy,Chile,0.00015485551980002658
Chile,Mexico,0.023215821152192617
Mexico,Chile,0.003805318049422156
Chile,Netherlands,0.0024839973249259593
Netherlands,Chile,4.255333078013348e-05
Chile,Netherlands Antilles,0.000859845227858986
Netherlands Antilles,Chile,0.0033271719038817
Chile,New Zealand,0.015286137384159746
New Zealand,Chile,0.002368861317975216
Chile,Panama,0.021113977261870653
Panama,Chile,0.05731327800829875
Chile,Puerto Rico,0.00047769179325499205
Puerto Rico,Chile,0.00023609405987345356
Chile,Reunion,0.00019107671730199684
Reunion,Chile,0.005882352941176471
Chile,Spain,0.06286423999235696
Spain,Chile,0.0007438306146211325
Chile,United Arab Emirates,0.00019107671730199684
United Arab Emirates,Chile,5.186789247785889e-06
Chile,United Kingdom,0.015381675742810746
United Kingdom,Chile,8.544935480429716e-05
Chile,United States,0.23426005541224812
United States,Chile,0.0019809515192007686
Chile,Uruguay,0.02971242954046051
Uruguay,Chile,0.047662835249042156
Chile,Venezuela,0.00038215343460399373
Venezuela,Chile,0.008620689655172417
China,Brunei,0.00011646866992778941
Brunei,China,0.00031705770450221957
China,Cyprus,5.82343349638947e-05
Cyprus,China,8.294625082946248e-05
China,Czech Republic,0.0013685068716515253
Czech Republic,China,0.0002949297188755021
China,Denmark,0.0006114605171208945
Denmark,China,7.415620828713286e-05
China,Finland,0.004513160959701839
Finland,China,0.0008746783440928178
China,France,0.011093640810621938
France,China,0.00041199344270804046
China,Germany,0.017994409503843463
Germany,China,0.0003616797390287553
China,Greece,0.0003785231772653155
Greece,China,6.300769663248094e-05
China,Hong Kong,0.049790356394129966
Hong Kong,China,0.007600270231830463
China,Hungary,0.0006405776846028418
Hungary,China,0.0001626184527593395
China,India,0.00955043093407873
India,China,0.001589763474214812
China,Indonesia,0.003726997437689261
Indonesia,China,0.0038188436064204296
China,Ireland,0.0018634987188446304
Ireland,China,0.00017711066095484786
China,Israel,0.0034358257628697873
Israel,China,0.000994287062471562
China,Italy,0.010278360121127414
Italy,China,0.0003526709579961895
China,Japan,0.09442697414395525
Japan,China,0.014544883726145357
China,Kazakhstan,0.0012229210342417887
Kazakhstan,China,0.0019353946822727067
China,Luxembourg,0.00020382017237363146
Luxembourg,China,9.396351530934132e-05
China,Macau,0.02993244817144188
Macau,China,0.04155046279455155
China,Malaysia,0.10499650593990213
Malaysia,China,0.026229078927269948
China,Maldives,8.735150244584205e-05
Maldives,China,0.0007688364941055868
China,Mexico,0.0006696948520847889
Mexico,China,0.0003601741363650599
China,Nepal,0.001921733053808525
Nepal,China,0.00784780023781213
China,Netherlands,0.007512229210342416
Netherlands,China,0.00042225997466440135
China,New Zealand,0.007395760540414627
New Zealand,China,0.003760567342285656
China,Norway,0.00040764034474726293
Norway,China,8.409570090763289e-05
China,Philippines,0.041695783834148605
Philippines,China,0.01444116134367342
China,Poland,0.000815280689494526
Poland,China,8.886914019106867e-05
China,Portugal,8.735150244584205e-05
Portugal,China,9.149688910577043e-06
China,Qatar,0.003901700442580945
Qatar,China,0.0008925478911890873
China,Russia,0.026234567901234563
Russia,China,0.002523258223693422
China,Saudi Arabia,0.0004367575122292102
Saudi Arabia,China,0.0001914632901051772
China,Singapore,0.03578499883531329
Singapore,China,0.01837097714465089
China,South Africa,0.004221989284882366
South Africa,China,0.00401751080571872
China,South Korea,0.11807011413929651
South Korea,China,0.01968790662445865
China,Spain,0.005765199161425575
Spain,China,0.0002238274493844745
China,Sweden,0.0013976240391334728
Sweden,China,0.00015357591929585443
China,Switzerland,0.005037269974376891
Switzerland,China,0.00032707603477971517
China,Taiwan,0.09867808059631956
Taiwan,China,0.01575282611929198
China,Thailand,0.14098532494758906
Thailand,China,0.04571978924706816
China,Turkey,0.0007279291870486837
Turkey,China,0.00012972053008997417
China,Ukraine,5.82343349638947e-05
Ukraine,China,3.666428348823992e-05
China,United Arab Emirates,0.017586769159096197
United Arab Emirates,China,0.0015664103528313382
China,United Kingdom,0.015694153272769622
United Kingdom,China,0.0002860695791274296
China,United States,0.060680177032378275
United States,China,0.0016836472128933125
China,Uzbekistan,5.82343349638947e-05
Uzbekistan,China,0.0005571030640668524
Colombia,Algeria,0.00024455857177794083
Algeria,Colombia,7.50581700818134e-05
Colombia,Australia,0.0004891171435558818
Australia,Colombia,2.211887790932367e-05
Colombia,Costa Rica,0.031792614331132306
Costa Rica,Colombia,0.03429626698324759
Colombia,Dominican Republic,0.0033015407190022015
Dominican Republic,Colombia,0.03135888501742161
Colombia,Ecuador,0.011861090731230131
Ecuador,Colombia,0.03692424819185383
Colombia,France,0.01516263145023233
France,Colombia,0.000134087104713378
Colombia,Germany,0.021032037172902914
Germany,Colombia,0.00010066167494004193
Colombia,Guatemala,0.00024455857177794083
Guatemala,Colombia,0.0019474196689386564
Colombia,Luxembourg,0.00024455857177794083
Luxembourg,Colombia,2.6846718659811806e-05
Colombia,Mexico,0.08278307654683298
Mexico,Colombia,0.010601647405180244
Colombia,Netherlands,0.018464172169234534
Netherlands,Colombia,0.00024713665183846744
Colombia,Netherlands Antilles,0.006847640009782345
Netherlands Antilles,Colombia,0.020702402957486134
Colombia,Peru,0.010149180728784546
Peru,Colombia,0.09211986681465038
Colombia,Portugal,0.00024455857177794083
Portugal,Colombia,6.099792607051361e-06
Colombia,Puerto Rico,0.004891171435558817
Puerto Rico,Colombia,0.0018887524789876285
Colombia,Spain,0.10075813157251164
Spain,Colombia,0.0009314839307717525
Colombia,Turkey,0.002567865003668379
Turkey,Colombia,0.00010896524527557832
Colombia,United Kingdom,0.015284910736121302
United Kingdom,Colombia,6.634266677352264e-05
Colombia,United States,0.5438982636341404
United States,Colombia,0.0035935042240640373
Colombia,Uruguay,0.010882856444118367
Uruguay,Colombia,0.013639846743295022
Costa Rica,Dominican Republic,0.0005276348766653477
Dominican Republic,Costa Rica,0.00464576074332172
Costa Rica,Ecuador,0.0019786307874950534
Ecuador,Costa Rica,0.005709935287400076
Costa Rica,France,0.015037593984962409
France,Costa Rica,0.0001232736285268153
Costa Rica,Germany,0.016752407334124787
Germany,Costa Rica,7.432577161270538e-05
Costa Rica,Guatemala,0.002638174383326738
Guatemala,Costa Rica,0.019474196689386564
Costa Rica,Italy,0.0005276348766653477
Italy,Costa Rica,3.996271478710364e-06
Costa Rica,Mexico,0.023743569449940646
Mexico,Costa Rica,0.0028187541106830787
Costa Rica,Netherlands,0.0075187969924812035
Netherlands,Costa Rica,9.32899944026003e-05
Costa Rica,Panama,0.022292573539110936
Panama,Costa Rica,0.043827800829875516
Costa Rica,Peru,0.004880622609154466
Peru,Costa Rica,0.041065482796892344
Costa Rica,Puerto Rico,0.00039572615749901074
Puerto Rico,Costa Rica,0.00014165643592407216
Costa Rica,South Africa,0.0002638174383326738
South Africa,Costa Rica,5.541394214784441e-05
Costa Rica,Spain,0.028492283339928773
Spain,Costa Rica,0.00024417539932851764
Costa Rica,Switzerland,0.00989315393747527
Switzerland,Costa Rica,0.00014179596883513664
Costa Rica,United Kingdom,0.00896979290331091
United Kingdom,Costa Rica,3.609041072479632e-05
Costa Rica,United States,0.769291650178077
United States,Costa Rica,0.0047116269412638195
Croatia,Bosnia and Herzegovina,0.0005036168849006503
Bosnia and Herzegovina,Croatia,0.09606986899563322
Croatia,Cyprus,0.00020602508927753874
Cyprus,Croatia,0.00037325812873258125
Croatia,Czech Republic,0.006775936269572385
Czech Republic,Croatia,0.0018574297188755024
Croatia,Denmark,0.02403626041571285
Denmark,Croatia,0.003707810414356642
Croatia,Estonia,0.00013735005951835913
Estonia,Croatia,0.00017960307719938932
Croatia,Finland,0.008996428898452523
Finland,Croatia,0.002217732833732112
Croatia,France,0.061532826664224896
France,Croatia,0.0029066623989480655
Croatia,Germany,0.3252907242926472
Germany,Croatia,0.008316293028476718
Croatia,Greece,0.003639776577236517
Greece,Croatia,0.0007706325972741899
Croatia,Hungary,0.0019686841864298144
Hungary,Croatia,0.0006356903153319634
Croatia,Iceland,0.0002975917956231115
Iceland,Croatia,0.00015040377629173702
Croatia,India,9.156670634557277e-05
India,Croatia,1.938735944164405e-05
Croatia,Ireland,0.010873546378536766
Ireland,Croatia,0.0013144931867742613
Croatia,Israel,0.008447028660379087
Israel,Croatia,0.003109253610610223
Croatia,Italy,0.034200164820071426
Italy,Croatia,0.0014926073972983207
Croatia,Jersey,4.5783353172786384e-05
Jersey,Croatia,0.00012890750886239123
Croatia,Jordan,4.5783353172786384e-05
Jordan,Croatia,0.00035229874933943975
Croatia,Latvia,0.0022204926288801395
Latvia,Croatia,0.0011805369617603385
Croatia,Lebanon,0.00048072520831425716
Lebanon,Croatia,0.0007615870022484953
Croatia,Lithuania,0.00011445838293196598
Lithuania,Croatia,0.00013496733790422725
Croatia,Luxembourg,0.0008469920336965481
Luxembourg,Croatia,0.0004966642952065184
Croatia,Macedonia,0.0034795348411317648
Macedonia,Croatia,0.03782976605276256
Croatia,Malta,0.0006638586210054026
Malta,Croatia,0.0005285701266745646
Croatia,Netherlands,0.04928577969050453
Netherlands,Croatia,0.0035237431219087437
Croatia,Norway,0.011628971705887742
Norway,Croatia,0.0030514725757912506
Croatia,Poland,0.022113359582455822
Poland,Croatia,0.0030659853365918683
Croatia,Portugal,0.007760278362787292
Portugal,Croatia,0.0010339148468952058
Croatia,Qatar,0.04628697005768703
Qatar,Croatia,0.013468148029733838
Croatia,Romania,0.0023578426883984985
Romania,Croatia,0.0009192488933314295
Croatia,Russia,0.04255562677410494
Russia,Croatia,0.005206145436011177
Croatia,Saudi Arabia,0.00016024173610475236
Saudi Arabia,Croatia,8.934953538241603e-05
Croatia,Serbia,0.004784360406556178
Serbia,Croatia,0.008018723143032537
Croatia,Slovakia,0.0025409761010896444
Slovakia,Croatia,0.00454973972209698
Croatia,Slovenia,0.004715685376796999
Slovenia,Croatia,0.012635711218794095
Croatia,South Korea,0.0039831517260324155
South Korea,Croatia,0.0008448078304946499
Croatia,Spain,0.02538686933431005
Spain,Croatia,0.0012536598048857688
Croatia,Sweden,0.019389250068675035
Sweden,Croatia,0.002709975075908098
Croatia,Switzerland,0.043379727131215094
Switzerland,Croatia,0.003582711479234452
Croatia,Turkey,0.013528980862558375
Turkey,Croatia,0.0030665933313269896
Croatia,Ukraine,0.0009843420932149072
Ukraine,Croatia,0.0007882820949971583
Croatia,United Arab Emirates,0.024974819155754974
United Arab Emirates,Croatia,0.0028293935346672024
Croatia,United Kingdom,0.09655709184140648
United Kingdom,Croatia,0.002238666947605748
Croatia,United States,0.00107590879956048
United States,Croatia,3.7970930425137086e-05
Cyprus,Brazil,8.294625082946248e-05
Brazil,Cyprus,2.0297356269345923e-05
Cyprus,Czech Republic,0.006220968812209688
Czech Republic,Cyprus,0.0009412650602409642
Cyprus,Denmark,0.006055076310550762
Denmark,Cyprus,0.0005155622099962569
Cyprus,Egypt,0.000165892501658925
Egypt,Cyprus,0.0037735849056603774
Cyprus,Estonia,0.0027372262773722625
Estonia,Cyprus,0.001975633849193283
Cyprus,Finland,0.003483742534837425
Finland,Cyprus,0.00047401923163739807
Cyprus,France,0.0048523556735235555
France,Cyprus,0.00012651767138278412
Cyprus,Georgia,8.294625082946248e-05
Georgia,Cyprus,0.0008833922261484098
Cyprus,Germany,0.042509953550099525
Germany,Cyprus,0.0005998733535671103
Cyprus,Greece,0.11297279362972791
Greece,Cyprus,0.01320253581745216
Cyprus,Hong Kong,8.294625082946248e-05
Hong Kong,Cyprus,8.889204949509313e-06
Cyprus,Hungary,0.0068015925680159255
Hungary,Cyprus,0.001212246647842349
Cyprus,India,0.00037325812873258114
India,Cyprus,4.36215587436991e-05
Cyprus,Ireland,0.0035666887856668863
Ireland,Cyprus,0.00023799245065807677
Cyprus,Isle of Man,8.294625082946248e-05
Isle of Man,Cyprus,0.00022818026240730178
Cyprus,Israel,0.07875746516257462
Israel,Cyprus,0.01600128077655505
Cyprus,Italy,0.01493032514930325
Italy,Cyprus,0.00035966443308393275
Cyprus,Jordan,0.001036828135368281
Jordan,Cyprus,0.0044037343667429965
Cyprus,Kazakhstan,8.294625082946248e-05
Kazakhstan,Cyprus,9.216165153679556e-05
Cyprus,Latvia,0.004769409422694094
Latvia,Cyprus,0.001399605676313804
Cyprus,Lebanon,0.03475447909754478
Lebanon,Cyprus,0.03039094799448757
Cyprus,Lithuania,0.0036081619110816176
Lithuania,Cyprus,0.002348431679533553
Cyprus,Macau,8.294625082946248e-05
Macau,Cyprus,8.083747625399133e-05
Cyprus,Macedonia,0.000165892501658925
Macedonia,Cyprus,0.0009955201592832255
Cyprus,Malta,0.009165560716655606
Malta,Cyprus,0.004028068896382027
Cyprus,Netherlands,0.010824485733244855
Netherlands,Cyprus,0.0004271699743698014
Cyprus,Norway,0.003939946914399468
Norway,Cyprus,0.0005706493990160803
Cyprus,Poland,0.023017584605175837
Poland,Cyprus,0.001761513314501539
Cyprus,Portugal,0.00016589250165892496
Portugal,Cyprus,1.2199585214102722e-05
Cyprus,Qatar,0.015179163901791637
Qatar,Cyprus,0.0024378546878746714
Cyprus,Romania,0.01675514266755142
Romania,Cyprus,0.0036055976010281312
Cyprus,Russia,0.10314366290643658
Russia,Cyprus,0.006964864819451208
Cyprus,Saudi Arabia,0.0012027206370272062
Saudi Arabia,Cyprus,0.0003701623608700093
Cyprus,Serbia,0.0012441937624419373
Serbia,Cyprus,0.001151012891344383
Cyprus,Slovakia,0.008045786330457862
Slovakia,Cyprus,0.00795179735213346
Cyprus,Slovenia,0.00041473125414731246
Slovenia,Cyprus,0.0006133840397472861
Cyprus,South Korea,8.294625082946248e-05
South Korea,Cyprus,9.710434833271837e-06
Cyprus,Spain,0.002156602521566025
Spain,Cyprus,5.8782966505013515e-05
Cyprus,Sri Lanka,0.00012441937624419375
Sri Lanka,Cyprus,0.00019805902158843348
Cyprus,Sweden,0.014183808891838085
Sweden,Cyprus,0.0010942284249829627
Cyprus,Switzerland,0.015842733908427335
Switzerland,Cyprus,0.0007222141346002959
Cyprus,Turkey,0.11413404114134038
Turkey,Cyprus,0.014279635952304357
Cyprus,Ukraine,0.0034837425348374245
Ukraine,Cyprus,0.0015398999065060768
Cyprus,United Arab Emirates,0.01928500331785003
United Arab Emirates,Cyprus,0.0012059285001102193
Cyprus,United Kingdom,0.25667717319177163
United Kingdom,Cyprus,0.0032847581172906525
Cyprus,United States,0.00024883875248838744
United States,Cyprus,4.847352820230266e-06
Czech Republic,Denmark,0.02101531124497992
Denmark,Czech Republic,0.011826149597790851
Czech Republic,Estonia,0.0002823795180722892
Estonia,Czech Republic,0.00134702307899542
Czech Republic,Finland,0.020362700803212855
Finland,Czech Republic,0.018311814365039956
Czech Republic,France,0.07090863453815263
France,Czech Republic,0.0122192280908159
Czech Republic,Germany,0.11967243975903616
Germany,Czech Republic,0.011161155830125228
Czech Republic,Greece,0.020092871485943783
Greece,Czech Republic,0.015519280355169538
Czech Republic,Guernsey,1.8825301204819282e-05
Guernsey,Czech Republic,0.00026581605528973963
Czech Republic,Hong Kong,0.00020080321285140566
